CUSTOMER,BANKACCOUNT,BANKACCOUNTHOLDERNAME,BANKCOUNTRY,BANK,SWIFTCODE,BANKNAME,BANKNUMBER,IBAN,IBANVALIDITYSTARTDATE,CREATIONDATE
"0000000046","111111","","DE","10000201","","DB BANK BREMEN","10000201","DE50100002010000111111","20150715","20150715"
"0000000047","111111","","DE","10000201","","DB BANK BREMEN","10000201","DE50100002010000111111","20150715","20150715"
"0000000048","111111","","DE","10000201","","DB BANK BREMEN","10000201","DE50100002010000111111","20150715","20150715"
"0000000049","111111","","DE","10000201","","DB BANK BREMEN","10000201","DE50100002010000111111","20150715","20150715"
"0000000050","111111","","DE","10000201","","DB BANK BREMEN","10000201","DE50100002010000111111","20150715","20150715"
"0000000051","111111","","DE","10000201","","DB BANK BREMEN","10000201","DE50100002010000111111","20150715","20150715"
"0000000052","111111","","DE","10000201","","DB BANK BREMEN","10000201","DE50100002010000111111","20150715","20150715"
"0000000076","111111","","DE","10000201","","DB BANK BREMEN","10000201","DE50100002010000111111","20150715","20150715"
"0000000077","111111","","DE","10000201","","DB BANK BREMEN","10000201","DE50100002010000111111","20150715","20150715"
"0000000312","548334","","DE","10020030","DEAB1234","Deutsche Bank","10020030","","00000000","00000000"
"0000000321","1076715","","DE","10020031","","DB 10020031","10020031","DE29100200310001076715","20150625","20150625"
"0000000331","91203000","","DE","10000201","","DB BANK BREMEN","10000201","DE25100002010091203000","20150703","20150703"
"0000010000","1231231234","SATCUS01","DE","10000201","","DB BANK BREMEN","10000201","","00000000","00000000"
"0000010065","111111","","DE","10020031","","DB 10020031","10020031","DE65100200310000111111","20160128","20160128"
"0000010090","18028963","","DE","10020030","DEAB1234","Deutsche Bank","10020030","DE94100200300018028963","20140404","20140404"
"0000010095","89327689778","","IN","0001","","HDFC BANK","","","00000000","00000000"
"0000098763","89487733012","","IN","0001","","HDFC BANK","","","00000000","00000000"
"0000098765","987654321","","IN","0001","","HDFC BANK","","","00000000","00000000"
"0001234567","89327689778","","IN","0001","","HDFC BANK","","","00000000","00000000"
"9000000001","111111","","DE","10000201","","DB BANK BREMEN","10000201","DE50100002010000111111","20150715","20150715"
"9000000002","111111","","DE","10000201","","DB BANK BREMEN","10000201","DE50100002010000111111","20150715","20150715"
"9000000003","111111","","DE","10000201","","DB BANK BREMEN","10000201","DE50100002010000111111","20150715","20150715"
"9000000004","111111","","DE","10000201","","DB BANK BREMEN","10000201","DE50100002010000111111","20150715","20150715"
"9000000005","111111","","DE","10000201","","DB BANK BREMEN","10000201","DE50100002010000111111","20150715","20150715"
"9000000006","111111","","DE","10000201","","DB BANK BREMEN","10000201","DE50100002010000111111","20150715","20150715"
"9000000007","111111","","DE","10000201","","DB BANK BREMEN","10000201","DE50100002010000111111","20150715","20150715"
"9000000008","111111","","DE","10000201","","DB BANK BREMEN","10000201","DE50100002010000111111","20150715","20150715"
"9000000009","111111","","DE","10000201","","DB BANK BREMEN","10000201","DE50100002010000111111","20150715","20150715"
"9000000011","1213132","","CN","10010010","","ICBC","10010010","","00000000","00000000"
"9000000073","60011706588","","RO","RZBRROBU","RZBRROBU","Raiffeisen Bank , Agentia Unirea","","RO57RZBR0000060011706588","20150806","20150806"
"9000000095","111111","","DE","10000201","","DB BANK BREMEN","10000201","DE50100002010000111111","20150715","20150715"
"9000000097","111111","","DE","10000201","","DB BANK BREMEN","10000201","DE50100002010000111111","20150715","20150715"
"9000000132","534321234","Daniel Schneider","DE","20030040","DRESDEFFICM","Dresdner Bank","20030040","DE47200300400534321234","20150813","20150813"
"ANDREA_C1","11111111111","","DE","08180005","","test for automation test","08180005","","00000000","00000000"
"C0001","18028962","","DE","10020030","DEAB1234","Deutsche Bank","10020030","DE24100200300018028962","20140404","20140404"
"C0002","18028963","","DE","10020030","DEAB1234","Deutsche Bank","10020030","DE94100200300018028963","20140404","20140404"
"C0003","23424234","","GB","RBOSGB","RBOSGB21010","ROYAL BANK OF SCOTLAND PLC","RBOSGB","GB29RBOSRBOSGB23424234","20140404","20140404"
"C0004","432342","","GB","BARCGB","BARCGB210LQ","BARCLAYS BANK PLC","BARCGB","GB50BARCBARCGB00432342","20140404","20140404"
"C0005","53543","","GB","RBOSGB","RBOSGB21010","ROYAL BANK OF SCOTLAND PLC","RBOSGB","GB18RBOSRBOSGB00053543","20140404","20140404"
"C0006","543646","","GB","BARCGB","BARCGB210LQ","BARCLAYS BANK PLC","BARCGB","GB96BARCBARCGB00543646","20140404","20140404"
"C0008","656454","","HK","ABN","ABNAHKAAIDJ","ABN AMRO BANK N.V. HONG KONG BRANCH","","","00000000","00000000"
"C0010","4354369","","SG","AAMBSG","AAMBSGS1XXX","ASIAN-AMERICAN MERCHANT BANK LTD.","AAMBSG","","00000000","00000000"
"C0018","4567454","","US","526182237","PBSIUS33TWS","Prudential Financial INC","526182237","","00000000","00000000"
"C0012","5436576","","CN","ABNACN","ABNACNSH888","THE ROYAL BANK OF SCOTLAND (CHINA) CO., LTD","","","00000000","00000000"
"C0020","5654325","","CA","HKBCCA","HKBCCA81","HSBC Bank Canada","HKBCCA","","00000000","00000000"
"C0013","4454665","","HK","ABN","ABNAHKAAIDJ","ABN AMRO BANK N.V. HONG KONG BRANCH","","","00000000","00000000"
"C0014","356546","","CN","ABOCCN","","Bank of American2","","","00000000","00000000"
"C0015","4356546","","US","746289567","BOFAUS3DEQN","BANK OF AMERICA, N.A.","746289567","","00000000","00000000"
"C0016","314353","","US","626283337","BOFAUS3M","BANK OF AMERICA, N.A.","626283337","","00000000","00000000"
"CDO-1000","1234567","","DE","20050550","HASPDEHHXXX","Hamburger Sparkasse","20050550","DE53200505500001234567","20150811","20150811"
"CT_VEN_02","123456789","","DE","22222222","COBADEXX","comdirect AG","22222222","","00000000","00000000"
"DC_MOT_001","4356546","","US","746289567","BOFAUS3DEQN","BANK OF AMERICA, N.A.","746289567","","00000000","00000000"
"DC_MOT_003","4356546","","US","746289567","BOFAUS3DEQN","BANK OF AMERICA, N.A.","746289567","","00000000","00000000"
"DC_MOT_004","4356546","","US","746289567","BOFAUS3DEQN","BANK OF AMERICA, N.A.","746289567","","00000000","00000000"
"FIO-CUST01","10020030","","DE","10020030","DEAB1234","Deutsche Bank","10020030","DE58100200300010020030","20150401","20150401"
"FIO-CUST02","10020030","","DE","10020030","DEAB1234","Deutsche Bank","10020030","DE58100200300010020030","20150401","20150401"
"FIO-CUST03","10020030","","DE","10020030","DEAB1234","Deutsche Bank","10020030","DE58100200300010020030","20150401","20150401"
"FIO-CUST04","10020030","","DE","10020030","DEAB1234","Deutsche Bank","10020030","DE58100200300010020030","20150401","20150401"
"JPMC","11111111111","","US","746289567","BOFAUS3DEQN","BANK OF AMERICA, N.A.","746289567","","00000000","00000000"
"SATCUR01","9876541234","SATCUR01","DE","10000201","","DB BANK BREMEN","10000201","","00000000","00000000"
"TESTMTO","5421569875","","DE","10010002","BEUTFFME","Deutsche Bank","10010002","DE42100100025421569875","20150828","20150828"
"WILZBACH","34342342","","DE","10020030","DEAB1234","Deutsche Bank","10020030","","00000000","00000000"
"0000010231","12344455","","DE","10000010","","test bank1","10000010","DE96100000100012344455","20160222","20160222"
"0000010244","1234567","","DE","34286823","","german bank","34286823","","00000000","00000000"
"M001","252526","","DE","10040000","","City bank","10040000","DE54100400000025252600","20160414","20160414"
"FDC1","252526","","DE","10040000","","City bank","10040000","DE54100400000025252600","20160414","20160414"
"F051","112236","","DE","05310123","","KEBANK","05310123","DE18053101230000112236","20160512","20160512"
"F055","562211455","","DE","05310123","","KEBANK","05310123","DE81053101230562211455","20160520","20160520"
"DEMO777","252526","","DE","10040000","","City bank","10040000","DE54100400000025252600","20160414","20160414"
"ASHDC","252526","","DE","10040000","","City bank","10040000","DE54100400000025252600","20160414","20160414"
"0000010331","3346790","ï¾„ï½¸ï½²ï½»ï½·ï½²ï¾","JP","0009230","","ï¾ï¾‚ï½²ï½½ï¾ï¾„ï¾“","0009230","","00000000","00000000"
"0000010334","3302847","ï¾„ï½¸ï½²ï½»ï½·ï¾†","JP","0009230","","ï¾ï¾‚ï½²ï½½ï¾ï¾„ï¾“","0009230","","00000000","00000000"
"PCS-V111","252526","","DE","10050000","","Landesbank Berlin","10050000","DE28100500000000252526","20160414","20160414"
"PCS-V112","252526","","DE","10050000","","Landesbank Berlin","10050000","DE28100500000000252526","20160414","20160414"
"PCS-V142","252526","","DE","10050000","","Landesbank Berlin","10050000","DE28100500000000252526","20160414","20160414"
"PCS-V141","252526","","DE","10050000","","Landesbank Berlin","10050000","DE28100500000000252526","20160414","20160414"
"PCS-V132","252526","","DE","10050000","","Landesbank Berlin","10050000","DE28100500000000252526","20160414","20160414"
"PCS-V131","252526","","DE","10050000","","Landesbank Berlin","10050000","DE28100500000000252526","20160414","20160414"
"PCS-V202","252526","","DE","10050000","","Landesbank Berlin","10050000","DE28100500000000252526","20160414","20160414"
"PCS-V421","252526","","DE","10050000","","Landesbank Berlin","10050000","DE28100500000000252526","20160414","20160414"
"PCS-V451","252526","","DE","10050000","","Landesbank Berlin","10050000","DE28100500000000252526","20160414","20160414"
"PCS-V441","252526","","DE","10050000","","Landesbank Berlin","10050000","DE28100500000000252526","20160414","20160414"
"PCS-V411","252526","","DE","10050000","","Landesbank Berlin","10050000","DE28100500000000252526","20160414","20160414"
"PCS-V431","252526","","DE","10050000","","Landesbank Berlin","10050000","DE28100500000000252526","20160414","20160414"
"PCS-V432","252526","","DE","10050000","","Landesbank Berlin","10050000","DE28100500000000252526","20160414","20160414"
"PCS-C302","252526","","DE","10040000","","City bank","10040000","DE54100400000025252600","20160414","20160414"
"PCS-C301","252526","","DE","10040000","","City bank","10040000","DE54100400000025252600","20160414","20160414"
"0000020000","548334","","DE","10020030","DEAB1234","Deutsche Bank","10020030","","00000000","00000000"
"BE09","4545545544","","DE","10020030","DEAB1234","Deutsche Bank","10020030","","00000000","00000000"
"JV01","23424234","","GB","RBOSGB","RBOSGB21010","ROYAL BANK OF SCOTLAND PLC","RBOSGB","GB29RBOSRBOSGB23424234","20140404","20140404"
"FX01","23424234","","GB","RBOSGB","RBOSGB21010","ROYAL BANK OF SCOTLAND PLC","RBOSGB","GB29RBOSRBOSGB23424234","20140404","20140404"
"FX04","23424234","","GB","RBOSGB","RBOSGB21010","ROYAL BANK OF SCOTLAND PLC","RBOSGB","GB29RBOSRBOSGB23424234","20140404","20140404"
"FX05","23424234","","GB","RBOSGB","RBOSGB21010","ROYAL BANK OF SCOTLAND PLC","RBOSGB","GB29RBOSRBOSGB23424234","20140404","20140404"
"FX07","23424234","","GB","RBOSGB","RBOSGB21010","ROYAL BANK OF SCOTLAND PLC","RBOSGB","GB29RBOSRBOSGB23424234","20140404","20140404"
"FX08","23424234","","GB","RBOSGB","RBOSGB21010","ROYAL BANK OF SCOTLAND PLC","RBOSGB","GB29RBOSRBOSGB23424234","20140404","20140404"
"FX09","23424234","","GB","RBOSGB","RBOSGB21010","ROYAL BANK OF SCOTLAND PLC","RBOSGB","GB29RBOSRBOSGB23424234","20140404","20140404"
"FX10","23424234","","GB","RBOSGB","RBOSGB21010","ROYAL BANK OF SCOTLAND PLC","RBOSGB","GB29RBOSRBOSGB23424234","20140404","20140404"
"FX11","23424234","","GB","RBOSGB","RBOSGB21010","ROYAL BANK OF SCOTLAND PLC","RBOSGB","GB29RBOSRBOSGB23424234","20140404","20140404"
"FX12","23424234","","GB","RBOSGB","RBOSGB21010","ROYAL BANK OF SCOTLAND PLC","RBOSGB","GB29RBOSRBOSGB23424234","20140404","20140404"
"FX13","23424234","","GB","RBOSGB","RBOSGB21010","ROYAL BANK OF SCOTLAND PLC","RBOSGB","GB29RBOSRBOSGB23424234","20140404","20140404"
"FX14","23424234","","GB","RBOSGB","RBOSGB21010","ROYAL BANK OF SCOTLAND PLC","RBOSGB","GB29RBOSRBOSGB23424234","20140404","20140404"
"FX15","23424234","","GB","RBOSGB","RBOSGB21010","ROYAL BANK OF SCOTLAND PLC","RBOSGB","GB29RBOSRBOSGB23424234","20140404","20140404"
"FX16","23424234","","GB","RBOSGB","RBOSGB21010","ROYAL BANK OF SCOTLAND PLC","RBOSGB","GB29RBOSRBOSGB23424234","20140404","20140404"
"FX17","23424234","","GB","RBOSGB","RBOSGB21010","ROYAL BANK OF SCOTLAND PLC","RBOSGB","GB29RBOSRBOSGB23424234","20140404","20140404"
"FX001","23424234","","GB","RBOSGB","RBOSGB21010","ROYAL BANK OF SCOTLAND PLC","RBOSGB","GB29RBOSRBOSGB23424234","20140404","20140404"
"FX002","23424234","","GB","RBOSGB","RBOSGB21010","ROYAL BANK OF SCOTLAND PLC","RBOSGB","GB29RBOSRBOSGB23424234","20140404","20140404"
"EPIC_CUS01","1008899","","CN","10010010","","ICBC","10010010","","00000000","00000000"
"EPIC_CUS02","100889988800","","CN","10010010","","ICBC","10010010","","00000000","00000000"
"CUST_DD","1234567899","","DE","10010000","DEUTDEME","Deutsche Bank Frankfurt Branch","10010000","DE95100100001234567899","20160902","20160902"
"WDF05_COG3","12345678","","DE","10000201","","DB BANK BREMEN","10000201","","00000000","00000000"
"DEUBA","12367890","","DE","13070000","","test arif","13070000","","00000000","00000000"
"JV02","23424234","","GB","RBOSGB","RBOSGB21010","ROYAL BANK OF SCOTLAND PLC","RBOSGB","GB29RBOSRBOSGB23424234","20140404","20140404"
"C0017","65646","","US","526182237","PBSIUS33TWS","Prudential Financial INC","526182237","","00000000","00000000"
"C0019","32453","","US","526182237","PBSIUS33TWS","Prudential Financial INC","526182237","","00000000","00000000"
"C0022","5345665","","VN","ABNAV","ABNAVNV5","ABN Amro Bank N V Hanoi","ABNAV","","00000000","00000000"
"C0023","435531","","CA","HKBCCA","HKBCCA81","HSBC Bank Canada","HKBCCA","","00000000","00000000"
"C0027","18028964","","DE","10020030","DEAB1234","Deutsche Bank","10020030","","00000000","00000000"
"C0028","18028965","","DE","10020030","DEAB1234","Deutsche Bank","10020030","","00000000","00000000"
"BE69","897656479","","DE","10020030","DEAB1234","Deutsche Bank","10020030","","00000000","00000000"
"BE68","64574747","","DE","10020030","DEAB1234","Deutsche Bank","10020030","","00000000","00000000"
"BE70","123456789","","DE","10020030","DEAB1234","Deutsche Bank","10020030","DE25100200300123456789","00000000","20160601"
"BY_CUST001","12345678","","CN","12345678","","dalian ACBC","","","00000000","00000000"
"FQM_CU01","12123131213","","DE","08180008","","test","08180008","","00000000","00000000"
"BY_CUST002","2222222","","CN","11111111","","cmbc","","","00000000","00000000"
"BE86","565464646","","DE","10020030","DEAB1234","Deutsche Bank","10020030","","00000000","00000000"
"BE86","5676868686","","DE","10020030","DEAB1234","Deutsche Bank","10020030","","00000000","00000000"
"BE86","98908768943","","DE","10020030","DEAB1234","Deutsche Bank","10020030","","00000000","00000000"
                                                                                                                                                                                                                                                                                                                                                                            
